entry,name,substrates,products
R04633,D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D- galactosyl-D-glucosylceramide galactohydrolase,C04911; C00001,C04884; C00124
R04783,3-Ketolactose galactohydrolase,C05403; C00001,C05394; C00221
R05112,Gal-beta1->3GalNAc-beta1->4Gal-beta1->4Glc-beta1->1'Cer galactohydrolase,C06136; C00001,C06135; C00124
R05994,GA1 + H2O <=> GA2 + D-Galactose,G00124; C00001,G00123; C00124
R06010,GM1 + H2O <=> GM2 + D-Galactose,G00110; C00001,G00109; C00124
R06098,Lactose + H2O <=> alpha-D-Glucose + D-Galactose,G10504; C00001,C00267; C00124
R06099,Lactosylceramide + H2O <=> Glucosylceramide + D-Galactose,G00092; C00001,G10238; C00124
R06114,Lactose + H2O <=> D-Glucose + D-Galactose,G10504; C00001,C00031; C00124
R06144,3-Ketolactose + H2O <=> 3-Keto-beta-D-galactose + beta-D-Glucose,G10531; C00001,C05394; C00221
R06202,G10534(n+1) + H2O <=> D-Galactose + G10534(n),G10534; C00001,C00124; G10534
R07807,G01977 + H2O <=> G13073 + D-Galactose,G01977; C00001,G13073; C00124
R08717,G00309 + H2O <=> G00319 + D-Mannose,G00309; C00001,G00319; C00159
R08718,G00595 + H2O <=> G00971 + D-Mannose,G00595; C00001,G00971; C00159
R01332,beta-D-mannan hydrolases,C02492; C00001,C00159
R06207,G10532(n+1) + H2O <=> D-Mannose + G10532(n),G10532; C00001,C00159; G10532
R08613,beta-D-mannoside mannohydrolase,C02478; C00001,C01335; C00159
R08614,"1,4-beta-D-Mannooligosaccharide mannohydrolase",C17207; C00001,C00159; C17207
R00801,sucrose glucohydrolase,C00089; C00001,C00095; C00031
R00802,sucrose alpha-glucohydrolase,C00089; C00001,C02336; C00267
R02410,Raffinose fructohydrolase,C00492; C00001,C05402; C00095
R03635,Stachyose fructohydrolase,C01613; C00001,C05404; C00095
R03921,Sucrose 6-phosphate fructohydrolase,C16688; C00001,C00095; C00092
R06088,Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,G00370; C00001,C02336; C00267
R06100,Raffinose + H2O <=> Melibiose + D-Fructose,G00249; C00001,G01275; C00095
R06101,Stachyose + H2O <=> Manninotriose + D-Fructose,G00278; C00001,G00501; C00095
R06102,Sucrose 6'-phosphate + H2O <=> beta-D-Fructose + alpha-D-Glucose 6-phosphate,G10508; C00001,C02336; C00668
R00010,"alpha,alpha-trehalose glucohydrolase",C01083; C00001,C00031
R06103,Trehalose + H2O <=> 2 D-Glucose,G00293; C00001,C00031
R01790,"1,4-alpha-D-Glucan glucohydrolase",C00369; C00001,C00031; C00369
R01791,Dextrin 6-alpha-D-glucanohydrolase,C00721; C00001,C00031; C00721
R06199,Starch(n+1) + H2O <=> alpha-D-Glucose + Starch(n),G10545; C00001,C00267; G10545
R01478,beta-D-glucuronoside glucuronosohydrolase,C00001; C03033,C00191; C00069
R04979,Bilirubin beta-diglucuronide glucuronosohydrolase,C05787; C00001; C00030,C05791; C00191; C00028
R07818,G13040 + H2O <=> G09660 + D-Glucuronate,G13040; C00001,G09660; C00191
R08127,beta-D-glucuronoside glucuronosohydrolase,C04900; C00001,C12632; C00191
R08260,SN38 glucuronide glucuronosohydrolase,C11376; C00001,C11173; C00191
R10830,beta-D-glucuronoside glucuronosohydrolase,G00526; C00001,G00711; C00191
R02109,Dextrin 6-alpha-D-glucanohydrolase,C00369; C00001,C00718; C00267
R06158,"Starch + H2O <=> 1,4-alpha-D-Glucan + alpha-D-Glucose",G10545; C00001,G10495; C00267
R07824,G13043 + H2O <=> DWA-2 + N-Acetylgalactosamine,G13043; C00001,G00872; C01074
R07825,G12336 + H2O <=> DWA-2 + N-Acetylgalactosamine 4-sulfate,G12336; C00001,G00872; C16265
R10905,Hyaluronic acid + H2O <=> Hyaluronic acid + G00526,G10505; C00001,G10505; G00526
R01433,D-xylose xylohydrolase,C00181; C02352,C02352; C00001
R06203,D-Xylose + Xylan(n) <=> Xylan(n+1) + H2O,C00181; G10512,G10512; C00001
R00308,"1,3-beta-D-Glucan glucanohydrolase",C00965; C00001,C00031; C00965
R06204,"1,3-beta-D-Glucan(n+1) + H2O <=> D-Glucose + 1,3-beta-D-Glucan(n)",G10477; C00001,C00031; G10477
R06200,"1,4-beta-D-Glucan(n+2) + H2O <=> 1,4-beta-D-Glucan(n) + Cellobiose",G10481; C00001,G10481; G00289
R11307,Cellulose + H2O <=> Cellulose + Cellodextrin,C00760; C00001,C00760; C01898
R11308,Cellodextrin <=> Cellobiose,C01898,C00185
R00337,GDP-glucose glucohydrolase,C00394; C00001,C00035; C00031
R01498,D-Glucosyl-N-acylsphingosine glucohydrolase,C01190; C00001,C00031; C00195
R03617,D-galactosyl-N-acylsphingosine galactohydrolase,C02686; C00001,C00124; C00195
R03618,Trihexosylceramide galactohydrolase,C04737; C00001,C00124; C01290
R05961,H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide,C00001; G00093,C00124; G00092
R06136,McOse3Cer + H2O <=> Lactosylceramide + D-Galactose,G01491; C00001,G00092; C00124
R00801,sucrose glucohydrolase,C00089; C00001,C00095; C00031
R00802,sucrose alpha-glucohydrolase,C00089; C00001,C02336; C00267
R06087,Sucrose + H2O <=> D-Fructose + D-Glucose,G00370; C00001,C00095; C00031
R06088,Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,G00370; C00001,C02336; C00267
R04183,alpha-N-Acetyl-D-galactosaminide N-acetylgalactosaminohydrolase,C03272; C01132,C04925; C00001
R05966,"H2O + Forssman antigen, IV3GalNAca-Gb4Cer <=> N-Acetyl-D-galactosamine + Globoside",C00001; G00095,C01132; G00094
R07816,G13038 + H2O <=> G13039 + N-Acetyl-D-glucosamine,G13038; C00001,G13039; C00140
R03162,alpha-L-fucoside fucohydrolase,C02475; C00001,C00069; C01019
R00022,chitobiose N-acetylglucosaminohydrolase,C01674; C00001,C00140
R03492,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide N-acetylhexosaminohydrolase",C06135; C00001,C01290; C01132
R04184,Trihexosylceramide N-acetylhexosaminohydrolase,C04737; C01132,C03272; C00001
R04586,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D- glucosylceramide N-acetylhexosaminohydrolase,C04884; C00001,C04730; C01132
R05963,H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide,C00001; G00094,C01132; G00093
R06001,GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine,G00123; C00001,G00092; C01132
R06004,GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine,G00109; C00001,G00108; C01132
R06141,Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine,G10336; C00001,C00140
R07809,G13074 + H2O <=> G01391 + N-Acetyl-D-glucosamine,G13074; C00001,G01391; C00140
R07810,G13073 + H2O <=> G01391 + N-Acetyl-D-glucosamine 6-sulfate,G13073; C00001,G01391; C04132
R09323,G13057 + H2O <=> N-Acetyl-D-glucosamine + G13058,G13057; C00001,C00140; G13058
R10831,G00711 + H2O <=> G10008 + N-Acetyl-D-glucosamine,G00711; C00001,G10008; C00140
R11316,G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665,G13056; C00001,C00140; G10665
R11317,G05477 + H2O <=> G10920 + N-Acetyl-D-glucosamine,G05477; C00001,G10920; C00140
R03122,Cyclomaltodextrin dextrin-hydrolase (decyclizing),C00973; C00001,C01935
R06160,"Cyclomaltodextrin + H2O <=> 1,4-alpha-D-Glucan",G10546; C00001,G10495
R01762,alpha-L-arabinan arabinofuranohydrolase,C02474; C00001,C02474; C00259
R04512,"3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine glucuronohydrolase",C04674; C00001,C03789; C00191
R06143,"G10530 + H2O <=> N,6-O-Disulfo-D-glucosamine + D-Glucuronate",G10530; C00001,C03789; C00191
R00308,"1,3-beta-D-Glucan glucanohydrolase",C00965; C00001,C00031; C00965
R03115,"1,3-beta-Glucan glucohydrolase",C00965; C00001,C00965; C00267
R06078,"1,3-beta-D-Glucan(n+1) + H2O <=> 1,3-beta-D-Glucan(n) + alpha-D-Glucose",G10477; C00001,G10477; C00267
R01498,D-Glucosyl-N-acylsphingosine glucohydrolase,C01190; C00001,C00031; C00195
R01501,Glycosyl-N-acylsphingosine glycohydrolase,C03701; C00001,C11477; C00195
R03617,D-galactosyl-N-acylsphingosine galactohydrolase,C02686; C00001,C00124; C00195
R04270,2-alpha-L-FUcopyranosyl-beta-D-galactoside fucohydrolase,C04698; C00001,C01019; C03619
R06118,G10523 + H2O <=> 6-Deoxy-L-galactose + Methyl beta-D-galactoside,G10523; C00001,C01019; C03619
R10784,(2->6)-beta-D-fructanan 6-(beta-D-fructosyl)-D-fructohydrolase;,C06215; C00001,C06215; C01725
R05624,"2,6-beta-D-Fructan fructanohydrolase",C00001; C06215,C06215; C06215
R06206,H2O + G10499(n+m) <=> G10499(n) + G10499(m),C00001; G10499,G10499; G10499
R11311,Levan <=> Levanbiose,C06215,C01725
R02436,Quercitrin 3-L-rhamnohydrolase,C01750; C00001,C00507; C00389
R01982,"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase",C00470; C00001,C00333; C00470
R04320,"Poly(1,4-alpha-D-galacturonide) galacturonohydrolase",C00470; C00001,C00470; C00333
R06201,Pectic acid(n+1) + H2O <=> D-Galacturonate + Pectic acid(n),G10506; C00001,C00333; G10506
R07413,Digalacturonate + H2O <=> 2 D-Galacturonate,C02273; C00001,C00333
R11261,Starch + n H2O <=> (n+1) Maltodextrin,C00369; C00001,C01935
R00306,cellobiose glucohydrolase,C00185; C00001,C00031
R01444,cellotriose glucohydrolase,C06219; C00001,C00185; C00031
R02887,"1,4-beta-D-Glucan glucohydrolase",C01898; C00001,C00031; C00185
R03801,"1,4-beta-D-Glucan glucohydrolase",C02013; C00001,C06219; C00031
R03802,"1,4-beta-D-Glucan glucohydrolase",C06218; C00001,C02013; C00031
R05141,"1,4-beta-D-Glucan glucohydrolase",C06216; C00001,C06217; C00031
R05142,"1,4-beta-D-Glucan glucohydrolase",C06217; C00001,C06218; C00031
R06104,Cellobiose + H2O <=> 2 D-Glucose,G00289; C00001,C00031
R06105,Cellotriose + H2O <=> Cellobiose + D-Glucose,G00318; C00001,G00289; C00031
R06106,Cellotetraose + H2O <=> Cellotriose + D-Glucose,G00459; C00001,G00318; C00031
R06107,Cellopentaose + H2O <=> Cellotetraose + D-Glucose,G00546; C00001,G00459; C00031
R06108,Celloheptaose + H2O <=> Cellohexaose + D-Glucose,G01455; C00001,G01967; C00031
R06109,Cellohexaose + H2O <=> Cellopentaose + D-Glucose,G01967; C00001,G00546; C00031
R07813,G13035 + H2O <=> G13036 + L-Iduronic acid,G13035; C00001,G13036; C06472
R07822,G13042 + H2O <=> G12336 + L-Iduronic acid,G13042; C00001,G12336; C06472
R01331,(1->2)-(1->3)-alpha-D-mannan mannohydrolase;,G10542; C00001,C00159; G10542
R05816,(1->2)-(1->3)-alpha-D-mannan mannohydrolase;,C00464; C00001,C00159; C00464
R06150,G10540 + H2O <=> D-Mannose + G10542,G10540; C00001,C00159; G10542
R06151,G10541 + H2O <=> D-Mannose + G10542,G10541; C00001,C00159; G10542
R01332,beta-D-mannan hydrolases,C02492; C00001,C00159
R08612,4-beta-D-mannan mannanohydrolase,C02492; C00001,C17207; C02492
R00879,beta-D-Fructan fructohydrolase,C01355; C00001,C00095; C01355
R06208,G10535(n+1) + H2O <=> D-Fructose + G10535(n),G10535; C00001,C00095; G10535
R02360,"poly(1,4-alpha-D-galacturonate) glycanohydrolase",C00470; C00001,C02273; C00470
R03255,6-Phospho-beta-D-galactoside 6-phosphogalactohydrolase,C03847; C00001,C00069; C01113
R03256,Lactose 6-phosphate 6-phosphogalactohydrolase,C05396; C00001,C00221; C01113
R06110,Lactose 6'-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate,G10517; C00001,C00221; C01113
R00839,6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase,C04534; C00001,C00031; C00092
R05133,Arbutin 6-phosphate glucohydrolase,C06187; C00001,C00530; C01172
R05134,Salicin 6-phosphate glucohydrolase,C06188; C00001,C02323; C01172
R06112,G10518 + H2O <=> D-Glucose + D-Glucose 6-phosphate,G10518; C00001,C00031; C00092
R01760,beta-L-Arabinoside arabinohydrolase,C02761; C00001,C00069; C00259
R02886,"1,4-(1,3;1,4)-beta-D-glucan 4-glucanohydrolase",C00760; C00001,C00760; C00185
R06200,"1,4-beta-D-Glucan(n+2) + H2O <=> 1,4-beta-D-Glucan(n) + Cellobiose",G10481; C00001,G10481; G00289
R11308,Cellodextrin <=> Cellobiose,C01898,C00185
R00837,"alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase",C00001; C00689,C00031; C00092
R06113,H2O + Trehalose 6-phosphate <=> D-Glucose + D-Glucose 6-phosphate,C00001; G09795,C00031; C00092
R04527,peptide-D-galactosyl-N-acetyl-alpha-D-galactosaminyl-L-serine D-galactosyl-N-acetyl-galactosaminohydrolase,C04776; C00001,C07278; C02189
R06140,T antigen + H2O <=> G10607 + [Protein]-L-serine,G00024; C00001,G10607; C02189
R01245,Adenosine ribohydrolase,C00212; C00001,C00147; C00121
R01273,N-ribosylnicotinamide ribohydrolase,C03150; C00001,C00153; C00121
R01677,Guanosine ribohydrolase,C00387; C00001,C00242; C00121
R01770,Inosine ribohydrolase,C00294; C00001,C00262; C00121
R02143,Xanthosine ribohydrolase,C01762; C00001,C00385; C00121
R02341,N-D-ribosylpurine ribohydrolase,C15586; C00001,C15587; C00121
R00510,cytidine-5'-monophosphate phosphoribohydrolase,C00055; C00001,C00380; C00117
R02171,Pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase,C03536; C00001,C00396; C00117; C00080
R01266,1-beta-Aspartyl-N-acetyl-D-glucosaminylamine L-asparaginohydrolase,C04540; C00001,C00140; C00152
R01128,5'-Inosinate phosphoribohydrolase,C00130; C00001,C00262; C00117
R03885,1-Methyladenosine ribohydrolase,C02494; C00001,C02216; C00121
R01270,Nicotinamide D-ribonucleotide phosphoribohydrolase,C00455; C00001,C00153; C00117
R01401,methylthioadenosine methylthioribohydrolase,C00170; C00001,C00147; C03089
R01886,Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase,C01201; C00001,C00062; C00301
R07626,protein-omega-N-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase,C16011; C00001,C00301; C00613
R01770,Inosine ribohydrolase,C00294; C00001,C00262; C00121
R03446,ADP-D-ribosyl-[dinitrogen reductase] ADP-ribosylhydrolase,C01253; C00001,C03315; C00301
R07918,7-methylxanthosine ribohydrolase,C16352; C00001,C16353; C00121
R08587,futalosine ribohydrolase,C16999; C00001,C17010; C00262
R01080,Uridine ribohydrolase,C00299; C00001,C00106; C00121
R01273,N-ribosylnicotinamide ribohydrolase,C03150; C00001,C00153; C00121
R10046,nicotinate D-ribonucleoside ribohydrolase,C05841; C00001,C00253; C00121
R10668,6-amino-6-deoxyfutalosine ribohydrolase,C20773; C00001,C17010; C00147
R00182,AMP phosphoribohydrolase,C00020; C00001,C00147; C00117
R00102,NAD+ glycohydrolase,C00003; C00001,C00153; C00301
R00102,NAD+ glycohydrolase,C00003; C00001,C00153; C00301
R10629,NAD+ nicotinamide-lyase (cyclic-ADP-ribose-forming),C00003,C13050; C00153; C00080
R10630,cyclic-ADP-ribose hydrolase,C13050; C00001,C00301
R01245,Adenosine ribohydrolase,C00212; C00001,C00147; C00121
R01245,Adenosine ribohydrolase,C00212; C00001,C00147; C00121
R01677,Guanosine ribohydrolase,C00387; C00001,C00242; C00121
R01770,Inosine ribohydrolase,C00294; C00001,C00262; C00121
R02137,Cytidine ribohydrolase,C00475; C00001,C00380; C00121
R02172,pyrimidine-nucleoside ribohydrolase,C03169; C00001,C00396; C00121; C00080
R00194,S-Adenosyl-L-homocysteine homocysteinylribohydrolase,C00021; C00001,C03539; C00147
R01401,methylthioadenosine methylthioribohydrolase,C00170; C00001,C00147; C03089
R00192,S-Adenosyl-L-homocysteine hydrolase,C00021; C00001,C00212; C00155
R04936,Se-Adenosylselenohomocysteine hydrolase,C05692; C00001,C00212; C05698
R00175,S-Adenosyl-L-methionine hydrolase,C00019; C00001,C00170; C00263
R04791,"5,6beta-Epoxy-5beta-cholestane + H2O <=> 5alpha-Cholestan-5alpha,6beta-diol",C05417; C00001,C05424
R04794,"5,6alpha-Epoxy-5alpha-cholestane + H2O <=> 5alpha-Cholestan-5alpha,6beta-diol",C05423; C00001,C05424
R05658,"Phenanthrene-9,10-oxide + H2O <=> trans-9(S),10(S)-Dihydrodiolphenanthrene",C11429; C00001,C11428
R07031,"5,6-Epoxytetraene + H2O <=> Lipoxin A4",C14815; C00001,C06314
R07032,"5,6-Epoxytetraene + H2O <=> Lipoxin B4",C14815; C00001,C06315
R07037,Hepoxilin B3 hydrolase,C14810; C00001,C14811
R07121,12(13)-EpOME hydrolase,C14826; C00001,C14829
R07122,9(10)-EpOME hydrolase,C14825; C00001,C14828
R08314,"Carbamazepine-10,11-epoxide + H2O <=> Dihydroxycarbazepine",C07496; C00001,C07495
R09168,"Pyrene-4,5-oxide + H2O <=> trans-4,5-Dihydroxy-4,5-dihydropyrene",C18254; C00001,C18255
R09211,"Benzo[a]pyrene-11,12-epoxide + H2O <=> Benzo[a]pyrene-trans-11,12-dihydrodiol",C18286; C00001,C18285
R09464,"9,10-epoxy-18-hydroxystearate hydrolase",C19620; C00001,C19621
R09465,"9,10-epoxystearate hydrolase",C19418; C00001,C19622
R03037,Isochorismate pyruvate-hydrolase,C00885; C00001,C04171; C00022
R02822,epoxide hydrolase,C00722; C00001,C15588
R05842,ethylene oxide hydrolase,C06548; C00001,C01380
R07108,"14,15-EET hydrolase",C14771; C00001,C14775
R07109,"11,12-EET hydrolase",C14770; C00001,C14774
R07110,"8,9-EET hydrolase",C14769; C00001,C14773
R07111,"5,6-EET hydrolase",C14768; C00001,C14772
R04792,"5,6beta-epoxy-5beta-cholestan-3beta-ol hydrolase",C05418; C00001,C05425
R07597,"5,6alpha-epoxy-5alpha-cholestan-3beta-ol hydrolase",C15992; C00001,C05425
R09836,2-oxepin-2(3H)-ylideneacetyl-CoA hydrolyase,C19975; C00001,C19946
R10583,chorismate pyruvate-hydrolase,C00251; C00001,C20710; C00022
R11189,"2,4-dinitroanisole hydrolase",C21159; C00001,C00132; C02496
R11463,(2S)-2-amino-4-deoxychorismate pyruvate-hydrolase,C18054; C00001,C19830; C00022
R02745,1-(1-alkenyl)-sn-glycero-3-phosphocholine aldehydohydrolase,C04517; C00001,C00071; C00670
R03415,1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine aldehydohydrolase,C04635; C00001,C00071; C01233
R02547,"trans-2,3-Epoxysuccinate hydrolase",C03548; C00001,C00552
R03057,"(7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate hydrolase",C00909; C00001,C02165
R04609,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate hydrolase",C04849; C00001,C04843
R07036,Hepoxilin A3 hydrolase,C14808; C00001,C14809
R05784,"limonene-1,2-epoxide hydrolase",C07271; C00001,C07276
R09387,"limonene-1,2-epoxide hydrolase",C19081; C00001,C19082
R07013,"(1R,2S)-naphthalene 1,2-oxide hydrolase",C14786; C00001,C06205
R07014,"(1S,2R)-naphthalene 1,2-oxide hydrolase",C14787; C00001,C06205
R07027,"1-nitronaphthalene-5,6-oxide hydrolase",C14800; C00001,C14801
R07071,"bromobenzene-3,4-oxide hydrolase",C14839; C00001,C14844
R07072,"bromobenzene-2,3-oxide hydrolase",C14840; C00001,C14842
R07082,"benzo[a]pyrene-7,8-oxide hydrolase",C14850; C00001,C14852
R07627,cis-stilbene-oxide hydrolase,C16014; C00001,C16015
R09410,epoxide hydrolase,C19586; C00001,C19588
R09417,microsomal epoxide hydrolase,C19489; C00001,C19490
R09443,microsomal epoxide hydrolase,C19604; C00001,C19607
R11930,"1-(4-Methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine + H2O <=> 2-({[(4-Methoxyphenyl)methyl](methyl)amino}methyl)-2-methylpropane-1,3-diol",C21775; C00001,C21776
R04313,"N6,N6,N6-Trimethyl-L-lysine + 2 Protein <=> Protein N6,N6,N6-trimethyl-L-lysine + 2 H2O",C03793; C00017,C05546; C00001
R04869,Biocytin + 2 Peptide <=> Holo-[carboxylase] + 2 H2O,C05552; C00012,C06250; C00001
R10891,Tabtoxin + H2O <=> Tabtoxinine-beta-lactam + L-Threonine,C20917; C00001,C20918; C00188
R00899,L-cysteinylglycine dipeptidase,C01419; C00001,C00097; C00037
R04951,R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine,C05729; C00001,C05726; C00037
R00899,L-cysteinylglycine dipeptidase,C01419; C00001,C00097; C00037
R04951,R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine,C05729; C00001,C05726; C00037
R00899,L-cysteinylglycine dipeptidase,C01419; C00001,C00097; C00037
R04951,R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine,C05729; C00001,C05726; C00037
R00135,Peptide + H2O <=> L-Proline + Peptide,C00012; C00001,C00148; C00012
R00899,L-cysteinylglycine dipeptidase,C01419; C00001,C00097; C00037
R04951,R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine,C05729; C00001,C05726; C00037
R00657,Aminoacyl-L-methionine + H2O <=> L-Methionine,C05524; C00001,C00073
R01166,Nalpha-(beta-alanyl)-L-histidine hydrolase,C00386; C00001,C00099; C00135
R01992,alpha-Aminobutyryl histidine hydrolase,C00884; C00001,C00334; C00135
R01166,Nalpha-(beta-alanyl)-L-histidine hydrolase,C00386; C00001,C00099; C00135
R01992,alpha-Aminobutyryl histidine hydrolase,C00884; C00001,C00334; C00135
R03288,beta-alanyl-N(pi)-methyl-L-histidine hydrolase;,C01262; C00001,C00099; C01152
R07651,D-Ala-D-Ala dipeptidase,C00993; C00001,C00133
R00911,beta-Alanyl-L-lysine hydrolase,C05341; C00001,C00099; C00047
R03935,beta-Alanyl-L-arginine hydrolase,C05340; C00001,C00099; C02385
R03288,beta-alanyl-N(pi)-methyl-L-histidine hydrolase;,C01262; C00001,C00099; C01152
R11190,L-Alanyl-gamma-D-glutamyl-L-lysine + H2O <=> L-Alanyl-D-glutamate + L-Lysine,C21160; C00001,C20957; C00047
R09722,cyanophycinase,C19713; C00001,C19709; C19843
R10687,N-Acetylaspartylglutamate + H2O <=> N-Acetyl-L-aspartate + L-Glutamate,C12270; C00001,C01042; C00025
R10688,N-Acetylaspartylglutamylglutamate + H2O <=> N-Acetylaspartylglutamate + L-Glutamate,C20776; C00001,C12270; C00025
R09535,Angiotensin II + H2O <=> Angiotensin (1-7) + L-Phenylalanine,C02135; C00001,C15850; C00079
R04611,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine carboxypeptidase,C04702; C00001,C06432; C00133
R08850,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine carboxypeptidase,C04882; C00001,C04804; C00133
R02418,Ubiquitin-C-terminal-thiolester hydrolase,C04090; C00001,C00496; C00145
R00494,glutathione gamma-glutamylaminopeptidase,C00051; C00001,C01419; C00025
R09875,leukotriene-C4 hydrolase,C02166; C00001,C05951; C00025
R11792,(E)-1-(glutathione-S-yl)-omega-(methylthio)alkylhydroximate gamma-glutamylhydrolase,C21539; C00001,C21662; C00025
R11793,S-[(E)-N-hydroxy(indol-3-yl)acetimidoyl]-L-glutathione gamma-glutamylhydrolase,C21620; C00001,C21663; C00025
R11794,(glutathione-S-yl)(1H-indol-3-yl)acetonitrile gamma-glutamylhydrolase,C21664; C00001,C21665; C00025
